trajectory_mode,effect_size,cell_id,phase,checkpoint,scope,measurement_space,statistic,n_replicates,n_available,n_unavailable,mean,sd,median
orientation,0.25,power_primary-b5971fca9258,power_primary,population_native,methylation,native_omic_units,delta,100,100,0,0.0,0.0,0.0
orientation,0.25,power_primary-b5971fca9258,power_primary,population_native,methylation,native_omic_units,path_length[A],100,100,0,65.1451050099554,1.9068914151799745,65.12416590912433
orientation,0.25,power_primary-b5971fca9258,power_primary,population_native,methylation,native_omic_units,path_length[B],100,100,0,65.1451050099554,1.9068914151799745,65.12416590912433
orientation,0.25,power_primary-b5971fca9258,power_primary,population_native,methylation,native_omic_units,shape,100,100,0,2.2297467267777176e-15,4.843749487943746e-16,2.177421366597113e-15
orientation,0.25,power_primary-b5971fca9258,power_primary,population_native,proteomics,native_omic_units,angle,100,100,0,63.89017527831424,27.025970510287525,52.31599417663574
orientation,0.25,power_primary-b5971fca9258,power_primary,population_native,proteomics,native_omic_units,delta,100,100,0,1.2318340823838998,1.005899412032161,1.049746780810061
orientation,0.25,power_primary-b5971fca9258,power_primary,population_native,proteomics,native_omic_units,path_length[A],100,100,0,49.43995775674261,1.8001531846878354,49.242355296257536
orientation,0.25,power_primary-b5971fca9258,power_primary,population_native,proteomics,native_omic_units,path_length[B],100,100,0,49.08664932154121,1.8948085082352122,49.20603543546261
orientation,0.25,power_primary-b5971fca9258,power_primary,population_native,proteomics,native_omic_units,shape,100,100,0,0.06601301117184573,0.018499422799936747,0.06642215412171948
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,expression,standardized_feature,angle,100,100,0,62.330506426766846,22.176833693686365,53.88760780054487
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,expression,standardized_feature,delta,100,100,0,1.1541139139081666,0.8303332845052231,1.012446899104635
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,expression,standardized_feature,path_length[A],100,100,0,38.91513327694374,1.2975018717478006,38.86032776591294
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,expression,standardized_feature,path_length[B],100,100,0,38.77851080736405,1.46277489461699,38.81403733882132
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,expression,standardized_feature,shape,100,100,0,0.06413967567136418,0.016829293601492913,0.06475620643145152
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,joint,standardized_feature,angle,100,100,0,61.13705869521317,25.823375095955925,50.61244385798666
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,joint,standardized_feature,delta,100,100,0,1.3994417565537574,1.0159593655488486,1.0943253441922778
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,joint,standardized_feature,path_length[A],100,100,0,86.20377687342403,2.347006098555033,86.43885249383644
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,joint,standardized_feature,path_length[B],100,100,0,86.13429926485756,2.663234154372507,86.47668078549304
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,joint,standardized_feature,shape,100,100,0,0.03496967309713961,0.009532456383645367,0.03525478117027552
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,methylation,standardized_feature,angle,100,100,0,54.64379020060937,23.76232532052911,47.222639833195174
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,methylation,standardized_feature,delta,100,100,0,0.5093410458032503,0.3972305617295006,0.4134074460537853
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,methylation,standardized_feature,path_length[A],100,100,0,59.38835016389614,1.769463510047792,59.54022489756855
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,methylation,standardized_feature,path_length[B],100,100,0,59.56532617282353,1.9769743453158353,59.580039024303126
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,methylation,standardized_feature,shape,100,100,0,0.011405435746379667,0.003448816500909902,0.010877065949123823
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,proteomics,standardized_feature,angle,100,100,0,65.98571055409175,25.43528329573832,55.48748882001993
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,proteomics,standardized_feature,delta,100,100,0,1.5264759510210877,1.2299082983880054,1.2114060405094484
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,proteomics,standardized_feature,path_length[A],100,100,0,48.827245446666055,1.7829579362323789,48.7534707256042
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,proteomics,standardized_feature,path_length[B],100,100,0,48.59683613770127,1.8761086440343362,48.58204916602587
orientation,0.25,power_primary-b5971fca9258,power_primary,population_standardized,proteomics,standardized_feature,shape,100,100,0,0.07080965091409858,0.020367442417596675,0.07088305227097463
orientation,0.25,power_primary-b5971fca9258,power_primary,observed_standardized,expression,standardized_feature,angle,100,100,0,62.176450290855,21.09178844183078,55.116381190361906
