trajectory_mode,effect_size,cell_id,phase,statistic,stratum,n_strata,eigengap_low,eigengap_high,mean_eigengap,n_replicates,n_available,n_rejected,rejection_rate,monte_carlo_se,status
orientation,0.5,power_primary-618b6dd2e026,power_primary,shape,1,3,0.039018520478677154,0.06736830725658877,0.052434804237790185,33,33,31,0.9393939393939394,0.04153602526317222,ok
orientation,0.5,power_primary-618b6dd2e026,power_primary,shape,2,3,0.0673755384655243,0.13471354036833044,0.0913341735686952,33,33,31,0.9393939393939394,0.04153602526317222,ok
orientation,1.0,power_design-014b6b44b9ba,power_design,angle,0,3,0.0043317746487024356,0.07060253796440391,0.03919082923788557,34,34,2,0.058823529411764705,0.040352608268825606,ok
orientation,1.0,power_design-014b6b44b9ba,power_design,angle,1,3,0.07218319304289694,0.12507518503540205,0.09526092426198902,33,33,11,0.3333333333333333,0.08206099398622183,ok
orientation,1.0,power_design-014b6b44b9ba,power_design,angle,2,3,0.126709332907476,0.2891513986376508,0.185203542915891,33,33,11,0.3333333333333333,0.08206099398622183,ok
orientation,1.0,power_design-014b6b44b9ba,power_design,delta,0,3,0.0043317746487024356,0.07060253796440391,0.03919082923788557,34,34,23,0.6764705882352942,0.08023094083513455,ok
orientation,1.0,power_design-014b6b44b9ba,power_design,delta,1,3,0.07218319304289694,0.12507518503540205,0.09526092426198902,33,33,16,0.48484848484848486,0.08699885606851798,ok
orientation,1.0,power_design-014b6b44b9ba,power_design,delta,2,3,0.126709332907476,0.2891513986376508,0.185203542915891,33,33,10,0.30303030303030304,0.08000055652754638,ok
orientation,1.0,power_design-014b6b44b9ba,power_design,shape,0,3,0.0043317746487024356,0.07060253796440391,0.03919082923788557,34,34,26,0.7647058823529411,0.07274669910598146,ok
orientation,1.0,power_design-014b6b44b9ba,power_design,shape,1,3,0.07218319304289694,0.12507518503540205,0.09526092426198902,33,33,31,0.9393939393939394,0.04153602526317222,ok
orientation,1.0,power_design-014b6b44b9ba,power_design,shape,2,3,0.126709332907476,0.2891513986376508,0.185203542915891,33,33,19,0.5757575757575758,0.08603395906609154,ok
orientation,1.0,power_design-078248429891,power_design,angle,0,3,0.007696739864394453,0.03843490077583539,0.023766038827124285,34,34,22,0.6470588235294118,0.08195653482579246,ok
orientation,1.0,power_design-078248429891,power_design,angle,1,3,0.038745386952083516,0.06551027197400133,0.049515189409839344,33,33,27,0.8181818181818182,0.06714081326145421,ok
orientation,1.0,power_design-078248429891,power_design,angle,2,3,0.0670003190375782,0.1418355475458678,0.0890427152746928,33,33,27,0.8181818181818182,0.06714081326145421,ok
orientation,1.0,power_design-078248429891,power_design,delta,0,3,0.007696739864394453,0.03843490077583539,0.023766038827124285,34,34,27,0.7941176470588235,0.06934458070529786,ok
orientation,1.0,power_design-078248429891,power_design,delta,1,3,0.038745386952083516,0.06551027197400133,0.049515189409839344,33,33,25,0.7575757575757576,0.07460090362383802,ok
orientation,1.0,power_design-078248429891,power_design,delta,2,3,0.0670003190375782,0.1418355475458678,0.0890427152746928,33,33,26,0.7878787878787878,0.07116472642790657,ok
orientation,1.0,power_design-078248429891,power_design,shape,0,3,0.007696739864394453,0.03843490077583539,0.023766038827124285,34,34,34,1.0,0.0,ok
orientation,1.0,power_design-078248429891,power_design,shape,1,3,0.038745386952083516,0.06551027197400133,0.049515189409839344,33,33,33,1.0,0.0,ok
orientation,1.0,power_design-078248429891,power_design,shape,2,3,0.0670003190375782,0.1418355475458678,0.0890427152746928,33,33,32,0.9696969696969697,0.029840361449535197,ok
orientation,1.0,power_design-1b532f0f6197,power_design,angle,0,3,0.03668305111011383,0.14211176838741568,0.0930712458893545,34,34,24,0.7058823529411765,0.07814248990059665,ok
orientation,1.0,power_design-1b532f0f6197,power_design,angle,1,3,0.14264392454778096,0.23389705668897154,0.18903243377029444,33,33,25,0.7575757575757576,0.07460090362383802,ok
orientation,1.0,power_design-1b532f0f6197,power_design,angle,2,3,0.2343523845806713,0.5744503099958771,0.3656927845703688,33,33,32,0.9696969696969697,0.029840361449535197,ok
