generator.baseline_continuity,generator.n_samples,phase,is_baseline,trajectory_mode,effect_size,statistic,n_cells,n_replicates,n_available,n_rejected,rejection_rate,monte_carlo_se,n_eigengap_available,mean_eigengap,q33_eigengap,median_eigengap,q67_eigengap,n_angle_null_available,median_angle_null_q95,iqr_angle_null_q95,sd_angle_null_q95,n_selected_lv_available,median_selected_lv,min_selected_lv,max_selected_lv
0.5,1200,power_design,False,orientation,0.5,shape,1,100,100,92,0.92,0.027129319932501065,100,0.18254039362285435,0.1540006916281242,0.17796764572748824,0.20707306208705079,100,10.302737860523404,11.129592985147614,13.468961263254595,100,4.0,3,4
0.5,1200,power_design,False,orientation,1.0,delta,1,100,100,60,0.6,0.04898979485566356,100,0.14254302731921847,0.09387430713197448,0.13263988924834952,0.18761055440391927,100,16.290692529315287,12.133238695080257,29.50901973716416,100,4.0,3,4
0.5,1200,power_design,False,orientation,1.0,angle,1,100,100,69,0.69,0.04624932431938871,100,0.14254302731921847,0.09387430713197448,0.13263988924834952,0.18761055440391927,100,16.290692529315287,12.133238695080257,29.50901973716416,100,4.0,3,4
0.5,1200,power_design,False,orientation,1.0,shape,1,100,100,97,0.97,0.017058722109231986,100,0.14254302731921847,0.09387430713197448,0.13263988924834952,0.18761055440391927,100,16.290692529315287,12.133238695080257,29.50901973716416,100,4.0,3,4
0.5,1200,power_design,False,translation,0.25,delta,1,100,100,7,0.07,0.02551470164434615,100,0.20170392888265717,0.17061191994123293,0.19511441436450608,0.22510218215335293,100,2.2290582627376088,2.4701470725328343,6.41471998838017,100,3.0,2,4
0.5,1200,power_design,False,translation,0.25,angle,1,100,100,1,0.01,0.0099498743710662,100,0.20170392888265717,0.17061191994123293,0.19511441436450608,0.22510218215335293,100,2.2290582627376088,2.4701470725328343,6.41471998838017,100,3.0,2,4
0.5,1200,power_design,False,translation,0.25,shape,1,100,100,3,0.03,0.01705872210923198,100,0.20170392888265717,0.17061191994123293,0.19511441436450608,0.22510218215335293,100,2.2290582627376088,2.4701470725328343,6.41471998838017,100,3.0,2,4
0.5,1200,power_design,False,translation,0.5,delta,1,100,100,5,0.05,0.021794494717703367,100,0.20707182550842276,0.17711479225332355,0.2032981504827454,0.24212806819319993,100,2.207654974515158,2.35666723285173,5.4426061827308905,100,3.0,2,4
0.5,1200,power_design,False,translation,0.5,angle,1,100,100,2,0.02,0.014,100,0.20707182550842276,0.17711479225332355,0.2032981504827454,0.24212806819319993,100,2.207654974515158,2.35666723285173,5.4426061827308905,100,3.0,2,4
0.5,1200,power_design,False,translation,0.5,shape,1,100,100,4,0.04,0.019595917942265423,100,0.20707182550842276,0.17711479225332355,0.2032981504827454,0.24212806819319993,100,2.207654974515158,2.35666723285173,5.4426061827308905,100,3.0,2,4
0.5,1200,power_design,False,translation,1.0,delta,1,100,100,5,0.05,0.021794494717703367,100,0.2068107525565322,0.17743741534798085,0.1996305209824392,0.22940960179398256,100,2.166122701746171,1.5418156585878904,4.600596418859808,100,3.0,2,4
0.5,1200,power_design,False,translation,1.0,angle,1,100,100,2,0.02,0.014,100,0.2068107525565322,0.17743741534798085,0.1996305209824392,0.22940960179398256,100,2.166122701746171,1.5418156585878904,4.600596418859808,100,3.0,2,4
0.5,1200,power_design,False,translation,1.0,shape,1,100,100,6,0.06,0.023748684174075833,100,0.2068107525565322,0.17743741534798085,0.1996305209824392,0.22940960179398256,100,2.166122701746171,1.5418156585878904,4.600596418859808,100,3.0,2,4
0.8,300,power_design,False,none,0.0,delta,1,100,100,4,0.04,0.019595917942265423,100,0.1724790437797067,0.09470370930551247,0.1428095666441826,0.18282969518592712,100,54.47268034481601,128.37483272339563,60.60119951586774,100,4.0,4,7
0.8,300,power_design,False,none,0.0,angle,1,100,100,1,0.01,0.0099498743710662,100,0.1724790437797067,0.09470370930551247,0.1428095666441826,0.18282969518592712,100,54.47268034481601,128.37483272339563,60.60119951586774,100,4.0,4,7
0.8,300,power_design,False,none,0.0,shape,1,100,100,1,0.01,0.0099498743710662,100,0.1724790437797067,0.09470370930551247,0.1428095666441826,0.18282969518592712,100,54.47268034481601,128.37483272339563,60.60119951586774,100,4.0,4,7
0.8,300,power_design,False,orientation,0.25,delta,1,100,100,16,0.16,0.03666060555964672,100,0.2136367601861577,0.14255284816962105,0.16461207094885064,0.22134616825159775,100,37.115382763508066,120.68226448774868,60.656739074210584,100,4.0,4,8
0.8,300,power_design,False,orientation,0.25,angle,1,100,100,7,0.07,0.02551470164434615,100,0.2136367601861577,0.14255284816962105,0.16461207094885064,0.22134616825159775,100,37.115382763508066,120.68226448774868,60.656739074210584,100,4.0,4,8
0.8,300,power_design,False,orientation,0.25,shape,1,100,100,26,0.26,0.04386342439892262,100,0.2136367601861577,0.14255284816962105,0.16461207094885064,0.22134616825159775,100,37.115382763508066,120.68226448774868,60.656739074210584,100,4.0,4,8
0.8,300,power_design,False,orientation,0.5,delta,1,100,100,21,0.21,0.0407308237088326,100,0.25999174996502217,0.1614186899144835,0.20993052371577955,0.26416709691621565,100,29.541512732481777,100.41738095577723,60.53495524827212,100,6.0,4,9
0.8,300,power_design,False,orientation,0.5,angle,1,100,100,27,0.27,0.044395945760846225,100,0.25999174996502217,0.1614186899144835,0.20993052371577955,0.26416709691621565,100,29.541512732481777,100.41738095577723,60.53495524827212,100,6.0,4,9
0.8,300,power_design,False,orientation,0.5,shape,1,100,100,32,0.32,0.0466476151587624,100,0.25999174996502217,0.1614186899144835,0.20993052371577955,0.26416709691621565,100,29.541512732481777,100.41738095577723,60.53495524827212,100,6.0,4,9
0.8,300,power_design,False,orientation,1.0,delta,1,100,100,27,0.27,0.044395945760846225,100,0.23720858719078045,0.14534464561604266,0.22132251597613836,0.2848325183319341,100,24.606072599907694,83.30475556397457,60.24295770113463,100,8.0,4,14
0.8,300,power_design,False,orientation,1.0,angle,1,100,100,69,0.69,0.04624932431938871,100,0.23720858719078045,0.14534464561604266,0.22132251597613836,0.2848325183319341,100,24.606072599907694,83.30475556397457,60.24295770113463,100,8.0,4,14
0.8,300,power_design,False,orientation,1.0,shape,1,100,100,43,0.43,0.04950757517794625,100,0.23720858719078045,0.14534464561604266,0.22132251597613836,0.2848325183319341,100,24.606072599907694,83.30475556397457,60.24295770113463,100,8.0,4,14
0.8,300,power_design,False,translation,0.25,delta,1,100,100,3,0.03,0.01705872210923198,100,0.18850821356487085,0.11107031058964328,0.151594603310253,0.19781693621222501,100,40.36041404038405,126.80944202824178,63.364162111763164,100,4.0,4,7
0.8,300,power_design,False,translation,0.25,angle,1,100,100,6,0.06,0.023748684174075833,100,0.18850821356487085,0.11107031058964328,0.151594603310253,0.19781693621222501,100,40.36041404038405,126.80944202824178,63.364162111763164,100,4.0,4,7
0.8,300,power_design,False,translation,0.25,shape,1,100,100,3,0.03,0.01705872210923198,100,0.18850821356487085,0.11107031058964328,0.151594603310253,0.19781693621222501,100,40.36041404038405,126.80944202824178,63.364162111763164,100,4.0,4,7
0.8,300,power_design,False,translation,0.5,delta,1,100,100,5,0.05,0.021794494717703367,100,0.20549639552538757,0.11735369898907327,0.159918271170497,0.20638480289178468,100,40.01742412714417,118.07132961876424,60.92375547207451,100,4.0,4,7
0.8,300,power_design,False,translation,0.5,angle,1,100,100,3,0.03,0.01705872210923198,100,0.20549639552538757,0.11735369898907327,0.159918271170497,0.20638480289178468,100,40.01742412714417,118.07132961876424,60.92375547207451,100,4.0,4,7
0.8,300,power_design,False,translation,0.5,shape,1,100,100,5,0.05,0.021794494717703367,100,0.20549639552538757,0.11735369898907327,0.159918271170497,0.20638480289178468,100,40.01742412714417,118.07132961876424,60.92375547207451,100,4.0,4,7
0.8,300,power_design,False,translation,1.0,delta,1,100,100,3,0.03,0.01705872210923198,100,0.19282085203026253,0.11995353073507181,0.1504527035695566,0.20350195014102157,100,34.672777157785895,84.31472206905616,56.104011982393466,100,4.0,4,8
0.8,300,power_design,False,translation,1.0,angle,1,100,100,3,0.03,0.01705872210923198,100,0.19282085203026253,0.11995353073507181,0.1504527035695566,0.20350195014102157,100,34.672777157785895,84.31472206905616,56.104011982393466,100,4.0,4,8
0.8,300,power_design,False,translation,1.0,shape,1,100,100,1,0.01,0.0099498743710662,100,0.19282085203026253,0.11995353073507181,0.1504527035695566,0.20350195014102157,100,34.672777157785895,84.31472206905616,56.104011982393466,100,4.0,4,8
0.8,600,power_design,False,none,0.0,delta,1,100,100,2,0.02,0.014,100,0.2072717989426134,0.14773017302679464,0.18208197080596253,0.21382534826755345,100,26.476701855864057,37.87474214727598,56.809586498302906,100,4.0,4,5
0.8,600,power_design,False,none,0.0,angle,1,100,100,5,0.05,0.021794494717703367,100,0.2072717989426134,0.14773017302679464,0.18208197080596253,0.21382534826755345,100,26.476701855864057,37.87474214727598,56.809586498302906,100,4.0,4,5
0.8,600,power_design,False,none,0.0,shape,1,100,100,7,0.07,0.02551470164434615,100,0.2072717989426134,0.14773017302679464,0.18208197080596253,0.21382534826755345,100,26.476701855864057,37.87474214727598,56.809586498302906,100,4.0,4,5
0.8,600,power_design,False,orientation,0.25,delta,1,100,100,32,0.32,0.0466476151587624,100,0.20220466780738683,0.13831013158597144,0.17534001553683046,0.22231228199104958,100,23.375267947268,107.47068255372363,62.531753249577065,100,4.0,4,6
0.8,600,power_design,False,orientation,0.25,angle,1,100,100,22,0.22,0.04142463035441596,100,0.20220466780738683,0.13831013158597144,0.17534001553683046,0.22231228199104958,100,23.375267947268,107.47068255372363,62.531753249577065,100,4.0,4,6
0.8,600,power_design,False,orientation,0.25,shape,1,100,100,47,0.47,0.04990991885387112,100,0.20220466780738683,0.13831013158597144,0.17534001553683046,0.22231228199104958,100,23.375267947268,107.47068255372363,62.531753249577065,100,4.0,4,6
0.8,600,power_design,False,orientation,0.5,delta,1,100,100,38,0.38,0.048538644398046386,100,0.21046608795733118,0.14563961078309268,0.18607597334715362,0.23382788228288431,100,26.66726422101069,64.56839574430796,55.88159356402822,100,4.0,4,7
0.8,600,power_design,False,orientation,0.5,angle,1,100,100,32,0.32,0.0466476151587624,100,0.21046608795733118,0.14563961078309268,0.18607597334715362,0.23382788228288431,100,26.66726422101069,64.56839574430796,55.88159356402822,100,4.0,4,7
0.8,600,power_design,False,orientation,0.5,shape,1,100,100,53,0.53,0.04990991885387112,100,0.21046608795733118,0.14563961078309268,0.18607597334715362,0.23382788228288431,100,26.66726422101069,64.56839574430796,55.88159356402822,100,4.0,4,7
0.8,600,power_design,False,orientation,1.0,delta,1,100,100,31,0.31,0.04624932431938871,100,0.22699227089994506,0.15567472743485955,0.1926414638713991,0.2693785353875558,100,21.30249166142216,37.620883012884185,54.10078736990241,100,7.0,4,10
0.8,600,power_design,False,orientation,1.0,angle,1,100,100,73,0.73,0.044395945760846225,100,0.22699227089994506,0.15567472743485955,0.1926414638713991,0.2693785353875558,100,21.30249166142216,37.620883012884185,54.10078736990241,100,7.0,4,10
0.8,600,power_design,False,orientation,1.0,shape,1,100,100,61,0.61,0.048774993593028795,100,0.22699227089994506,0.15567472743485955,0.1926414638713991,0.2693785353875558,100,21.30249166142216,37.620883012884185,54.10078736990241,100,7.0,4,10
0.8,600,power_design,False,translation,0.25,delta,1,100,100,5,0.05,0.021794494717703367,100,0.18843504779883072,0.12695993284445867,0.1657660923542679,0.19518026727532478,100,26.532983746019035,30.846313495080153,48.58069410657956,100,4.0,4,5
0.8,600,power_design,False,translation,0.25,angle,1,100,100,2,0.02,0.014,100,0.18843504779883072,0.12695993284445867,0.1657660923542679,0.19518026727532478,100,26.532983746019035,30.846313495080153,48.58069410657956,100,4.0,4,5
0.8,600,power_design,False,translation,0.25,shape,1,100,100,3,0.03,0.01705872210923198,100,0.18843504779883072,0.12695993284445867,0.1657660923542679,0.19518026727532478,100,26.532983746019035,30.846313495080153,48.58069410657956,100,4.0,4,5
0.8,600,power_design,False,translation,0.5,delta,1,100,100,4,0.04,0.019595917942265423,100,0.16581523046035915,0.10365047342631584,0.142148691763187,0.1973274304240532,100,31.401491066478656,79.40312105138354,55.30925076426405,100,4.0,4,6
0.8,600,power_design,False,translation,0.5,angle,1,100,100,1,0.01,0.0099498743710662,100,0.16581523046035915,0.10365047342631584,0.142148691763187,0.1973274304240532,100,31.401491066478656,79.40312105138354,55.30925076426405,100,4.0,4,6
0.8,600,power_design,False,translation,0.5,shape,1,100,100,3,0.03,0.01705872210923198,100,0.16581523046035915,0.10365047342631584,0.142148691763187,0.1973274304240532,100,31.401491066478656,79.40312105138354,55.30925076426405,100,4.0,4,6
0.8,600,power_design,False,translation,1.0,delta,1,100,100,3,0.03,0.01705872210923198,100,0.18327433613071453,0.11566574444675148,0.15691393257086242,0.2136150167353651,100,22.582408132967487,27.12384134532443,55.34200435940412,100,4.0,4,6
0.8,600,power_design,False,translation,1.0,angle,1,100,100,4,0.04,0.019595917942265423,100,0.18327433613071453,0.11566574444675148,0.15691393257086242,0.2136150167353651,100,22.582408132967487,27.12384134532443,55.34200435940412,100,4.0,4,6
0.8,600,power_design,False,translation,1.0,shape,1,100,100,5,0.05,0.021794494717703367,100,0.18327433613071453,0.11566574444675148,0.15691393257086242,0.2136150167353651,100,22.582408132967487,27.12384134532443,55.34200435940412,100,4.0,4,6
0.8,1200,power_design,False,none,0.0,delta,1,100,100,2,0.02,0.014,100,0.1902658566534203,0.14060673113056965,0.1754353638261691,0.2089157170054417,100,19.115006845835488,21.776868889312702,47.667303356071514,100,4.0,3,5
0.8,1200,power_design,False,none,0.0,angle,1,100,100,4,0.04,0.019595917942265423,100,0.1902658566534203,0.14060673113056965,0.1754353638261691,0.2089157170054417,100,19.115006845835488,21.776868889312702,47.667303356071514,100,4.0,3,5
0.8,1200,power_design,False,none,0.0,shape,1,100,100,3,0.03,0.01705872210923198,100,0.1902658566534203,0.14060673113056965,0.1754353638261691,0.2089157170054417,100,19.115006845835488,21.776868889312702,47.667303356071514,100,4.0,3,5
0.8,1200,power_design,False,orientation,0.25,delta,1,100,100,30,0.3,0.0458257569495584,100,0.1774801616311513,0.133723385068876,0.1736859786811321,0.199137016563107,100,19.56668896162701,24.030343109141064,58.041101605834676,100,4.0,4,5
0.8,1200,power_design,False,orientation,0.25,angle,1,100,100,26,0.26,0.04386342439892262,100,0.1774801616311513,0.133723385068876,0.1736859786811321,0.199137016563107,100,19.56668896162701,24.030343109141064,58.041101605834676,100,4.0,4,5
0.8,1200,power_design,False,orientation,0.25,shape,1,100,100,48,0.48,0.049959983987187186,100,0.1774801616311513,0.133723385068876,0.1736859786811321,0.199137016563107,100,19.56668896162701,24.030343109141064,58.041101605834676,100,4.0,4,5
0.8,1200,power_design,False,orientation,0.5,delta,1,100,100,51,0.51,0.04998999899979995,100,0.17967218478985114,0.12066432411641298,0.15803205789125183,0.20455775187619174,100,20.416051708745584,54.66357980137948,58.92472328224535,100,4.0,4,7
0.8,1200,power_design,False,orientation,0.5,angle,1,100,100,48,0.48,0.049959983987187186,100,0.17967218478985114,0.12066432411641298,0.15803205789125183,0.20455775187619174,100,20.416051708745584,54.66357980137948,58.92472328224535,100,4.0,4,7
0.8,1200,power_design,False,orientation,0.5,shape,1,100,100,66,0.66,0.04737087712930804,100,0.17967218478985114,0.12066432411641298,0.15803205789125183,0.20455775187619174,100,20.416051708745584,54.66357980137948,58.92472328224535,100,4.0,4,7
0.8,1200,power_design,False,orientation,1.0,delta,1,100,100,46,0.46,0.04983974317750845,100,0.2147035456547994,0.14211176838741568,0.1862243038944614,0.23389705668897154,100,15.342280921226251,20.012416117356423,49.893953954630256,100,7.0,4,9
0.8,1200,power_design,False,orientation,1.0,angle,1,100,100,81,0.81,0.03923009049186606,100,0.2147035456547994,0.14211176838741568,0.1862243038944614,0.23389705668897154,100,15.342280921226251,20.012416117356423,49.893953954630256,100,7.0,4,9
0.8,1200,power_design,False,orientation,1.0,shape,1,100,100,69,0.69,0.04624932431938871,100,0.2147035456547994,0.14211176838741568,0.1862243038944614,0.23389705668897154,100,15.342280921226251,20.012416117356423,49.893953954630256,100,7.0,4,9
0.8,1200,power_design,False,translation,0.25,delta,1,100,100,4,0.04,0.019595917942265423,100,0.1671263882180854,0.09722546425309364,0.1480458977969346,0.1875933283954735,100,20.842976077943767,36.34859503644397,52.65358692295656,100,4.0,3,5
0.8,1200,power_design,False,translation,0.25,angle,1,100,100,3,0.03,0.01705872210923198,100,0.1671263882180854,0.09722546425309364,0.1480458977969346,0.1875933283954735,100,20.842976077943767,36.34859503644397,52.65358692295656,100,4.0,3,5
0.8,1200,power_design,False,translation,0.25,shape,1,100,100,3,0.03,0.01705872210923198,100,0.1671263882180854,0.09722546425309364,0.1480458977969346,0.1875933283954735,100,20.842976077943767,36.34859503644397,52.65358692295656,100,4.0,3,5
0.8,1200,power_design,False,translation,0.5,delta,1,100,100,4,0.04,0.019595917942265423,100,0.17128698628347658,0.10293452232463307,0.1410767432961556,0.2016123038475347,100,19.149947785847118,26.689616802804593,48.68725183064368,100,4.0,3,5
0.8,1200,power_design,False,translation,0.5,angle,1,100,100,2,0.02,0.014,100,0.17128698628347658,0.10293452232463307,0.1410767432961556,0.2016123038475347,100,19.149947785847118,26.689616802804593,48.68725183064368,100,4.0,3,5
0.8,1200,power_design,False,translation,0.5,shape,1,100,100,5,0.05,0.021794494717703367,100,0.17128698628347658,0.10293452232463307,0.1410767432961556,0.2016123038475347,100,19.149947785847118,26.689616802804593,48.68725183064368,100,4.0,3,5
0.8,1200,power_design,False,translation,1.0,delta,1,100,100,5,0.05,0.021794494717703367,100,0.16878775294576073,0.10767744789290051,0.1491669532256117,0.19119981635621586,100,20.161195445618752,30.603345475087238,53.163344251367334,100,4.0,4,5
0.8,1200,power_design,False,translation,1.0,angle,1,100,100,4,0.04,0.019595917942265423,100,0.16878775294576073,0.10767744789290051,0.1491669532256117,0.19119981635621586,100,20.161195445618752,30.603345475087238,53.163344251367334,100,4.0,4,5
0.8,1200,power_design,False,translation,1.0,shape,1,100,100,4,0.04,0.019595917942265423,100,0.16878775294576073,0.10767744789290051,0.1491669532256117,0.19119981635621586,100,20.161195445618752,30.603345475087238,53.163344251367334,100,4.0,4,5
