trajectory_mode,effect_size,cell_id,phase,configuration,n_replicates,n_recorded,n_available,mean_eigengap,sd_eigengap,q25_eigengap,median_eigengap,q75_eigengap,min_eigengap,max_eigengap
orientation,0.5,power_design-96aa7435fdd0,power_design,B,100,100,100,0.06253919801082902,0.036202377923353984,0.030326916531692907,0.056305634796265464,0.09242432687483165,0.014578766060527437,0.14636458251814838
orientation,0.5,power_design-96aa7435fdd0,power_design,pooled,100,100,100,0.051027155232528904,0.03028459341382296,0.02812619931269464,0.0474777580142175,0.07361880581683147,0.0021140348755898652,0.1458832829937492
orientation,0.5,power_design-ff0d1ac8d8a2,power_design,A,100,100,100,0.05898793410373185,0.03187877774286291,0.032106211090767306,0.06132305263974039,0.077707318590009,0.007534110270507766,0.16241794002068033
orientation,0.5,power_design-ff0d1ac8d8a2,power_design,B,100,100,100,0.0630122895877668,0.034548300813875985,0.03209832876637443,0.059485963012971044,0.0832316119709292,0.003243809666531816,0.15841578282112723
orientation,0.5,power_design-ff0d1ac8d8a2,power_design,pooled,100,100,100,0.05153684930293284,0.031008937835736057,0.026011704332959018,0.04766599009995462,0.07488824346996246,0.004296178375375381,0.13801297815213576
orientation,0.5,power_primary-9137126e9f41,power_primary,A,100,100,100,0.0594124848575368,0.0320315215802206,0.03242526421490563,0.06132305263974039,0.07898046979822276,0.007534110270507044,0.16241794002067844
orientation,0.5,power_primary-9137126e9f41,power_primary,B,100,100,100,0.0635308947328491,0.035459706035309096,0.03209832876637443,0.06021926788846102,0.0832316119709297,0.003243809666531705,0.16808113859150042
orientation,0.5,power_primary-9137126e9f41,power_primary,pooled,100,100,100,0.05198001649647489,0.03144202425440606,0.026011704332959018,0.04766599009995437,0.07488824346996246,0.004296178375375381,0.13801297815213576
orientation,1.0,power_design-26bc8ff36ec4,power_design,A,100,100,100,0.07165154279281236,0.04272584748275324,0.04069161230293829,0.06428579237491139,0.09345782596794516,0.004384386174200228,0.21208943412245873
orientation,1.0,power_design-26bc8ff36ec4,power_design,B,100,100,100,0.07283970300052785,0.04333230881206954,0.04168279808758599,0.06430541513719981,0.09957193673324045,0.004345396204370633,0.20132418271910296
orientation,1.0,power_design-26bc8ff36ec4,power_design,pooled,100,100,100,0.047618066193995806,0.028122050209769156,0.024862546966142943,0.03978689086262413,0.06719507250872266,0.0040253018404993735,0.12824708450011968
orientation,1.0,power_design-42a3d3f3d400,power_design,A,100,100,100,0.07607017298362803,0.04433995007361227,0.043992112422246946,0.06672566119093232,0.09410979243335692,0.01674652833228102,0.22846637728141778
orientation,1.0,power_design-42a3d3f3d400,power_design,B,100,100,100,0.0767034482511562,0.045179010129049416,0.0440791164159324,0.06567800881396976,0.10443767881434027,0.009547884559624742,0.21009823579016984
orientation,1.0,power_design-42a3d3f3d400,power_design,pooled,100,100,100,0.04763348132176962,0.02812445724687132,0.0247975421268989,0.03975139744479572,0.06721646063847168,0.003973595975445998,0.12838728605392596
orientation,1.0,power_design-5b1afa09d6e1,power_design,A,100,100,100,0.15837871018240754,0.07709402820083985,0.09767411206955272,0.16336921033521537,0.20734583004668056,0.01960648612912602,0.3240309049939028
orientation,1.0,power_design-5b1afa09d6e1,power_design,B,100,100,100,0.1623515369665198,0.07501958753020095,0.10108195150020083,0.16137597238015375,0.21774776882600244,0.019658391392133823,0.3287371291078577
