trajectory_mode,effect_size,cell_id,phase,checkpoint,scope,measurement_space,statistic,n_replicates,n_available,n_unavailable,mean,sd,median
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,expression,native_omic_units,angle,100,100,0,7.092459242407174e-07,8.708111011144767e-07,0.0
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,expression,native_omic_units,delta,100,100,0,0.0,0.0,0.0
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,expression,native_omic_units,path_length[A],100,100,0,44.50296170753463,1.4629041188467085,44.47395051852209
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,expression,native_omic_units,path_length[B],100,100,0,44.50296170753463,1.4629041188467085,44.47395051852209
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,expression,native_omic_units,shape,100,100,0,1.5265448535713467e-15,2.2023161931331954e-16,1.4872780220552563e-15
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,methylation,native_omic_units,angle,100,100,0,5.420748024027755e-07,7.365867700389561e-07,0.0
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,methylation,native_omic_units,delta,100,100,0,16.286276252488847,0.47672285379499474,16.281041477281086
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,methylation,native_omic_units,path_length[A],100,100,0,65.1451050099554,1.9068914151799745,65.12416590912433
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,methylation,native_omic_units,path_length[B],100,100,0,81.43138126244428,2.383614268974969,81.40520738640541
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,methylation,native_omic_units,shape,100,100,0,2.18617209492284e-15,4.053493256739042e-16,2.1160156672482457e-15
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,proteomics,native_omic_units,angle,100,100,0,5.970063482451982e-07,8.145119009441357e-07,0.0
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,proteomics,native_omic_units,delta,100,100,0,0.0,0.0,0.0
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,proteomics,native_omic_units,path_length[A],100,100,0,49.43995775674261,1.8001531846878354,49.242355296257536
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,proteomics,native_omic_units,path_length[B],100,100,0,49.43995775674261,1.8001531846878354,49.242355296257536
magnitude,0.25,power_primary-4788df693b86,power_primary,population_native,proteomics,native_omic_units,shape,100,100,0,1.7344766628651907e-15,2.776347725724651e-16,1.6894254230106198e-15
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,expression,standardized_feature,angle,100,100,0,8.233607917796137e-07,9.593469915286944e-07,0.0
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,expression,standardized_feature,delta,100,100,0,0.0,0.0,0.0
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,expression,standardized_feature,path_length[A],100,100,0,38.47977730517176,1.2659828327559706,38.445940578096085
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,expression,standardized_feature,path_length[B],100,100,0,38.47977730517176,1.2659828327559706,38.445940578096085
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,expression,standardized_feature,shape,100,100,0,1.1246295140339256e-15,4.671641874132482e-16,1.0229427244885613e-15
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,joint,standardized_feature,angle,100,100,0,15.4934970108335,31.980972652269138,7.206497547677543
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,joint,standardized_feature,delta,100,100,0,9.094510190835573,0.35810269458049765,9.083470444182844
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,joint,standardized_feature,path_length[A],100,100,0,80.99097443056698,2.250709474537198,80.9826478371028
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,joint,standardized_feature,path_length[B],100,100,0,90.08548462140254,2.440032208554432,90.16498455808261
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,joint,standardized_feature,shape,100,100,0,0.007149984799465223,0.0020724034077362315,0.007093036653471227
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,methylation,standardized_feature,angle,100,100,0,5.985470568873391e-07,7.522306987322238e-07,0.0
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,methylation,standardized_feature,delta,100,100,0,13.143550657101406,0.38598141485692555,13.178842452778532
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,methylation,standardized_feature,path_length[A],100,100,0,52.57420262840562,1.5439256594276989,52.71536981111413
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,methylation,standardized_feature,path_length[B],100,100,0,65.71775328550707,1.9299070742846238,65.89421226389265
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,methylation,standardized_feature,shape,100,100,0,1.133204525874582e-15,4.177996097703763e-16,1.0464019119760246e-15
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,proteomics,standardized_feature,angle,100,100,0,7.789560989845656e-07,8.52731188413493e-07,8.537736462515939e-07
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,proteomics,standardized_feature,delta,100,100,0,0.0,0.0,0.0
magnitude,0.25,power_primary-4788df693b86,power_primary,population_standardized,proteomics,standardized_feature,path_length[A],100,100,0,48.06371176700649,1.737029650306716,47.99349508537546
