trajectory_mode,effect_size,checkpoint,measurement_space,scope,is_joint,statistic,median,mean,sd,n_available,anchor_median,excess_over_anchor
magnitude,1.0,population_standardized,standardized_feature,expression,False,shape,8.530172471565502e-16,9.225928437482929e-16,3.6936585417771775e-16,500,8.614169983718292e-16,-8.39975121527902e-18
magnitude,0.25,population_standardized,standardized_feature,methylation,False,shape,9.510154780307328e-16,1.021953558658715e-15,3.9876386360294158e-16,500,9.438927705827528e-16,7.122707447980058e-18
magnitude,0.5,population_standardized,standardized_feature,methylation,False,shape,9.537730845413755e-16,1.0083544071175968e-15,3.669253811767234e-16,500,9.438927705827528e-16,9.880313958622764e-18
magnitude,0.75,population_standardized,standardized_feature,methylation,False,shape,9.431503457474835e-16,1.004538772488544e-15,3.2726589364373283e-16,500,9.438927705827528e-16,-7.424248352693217e-19
magnitude,1.0,population_standardized,standardized_feature,methylation,False,shape,9.36778902629751e-16,1.0145078266947923e-15,4.0051500273637607e-16,500,9.438927705827528e-16,-7.113867953001723e-18
magnitude,0.25,population_standardized,standardized_feature,proteomics,False,shape,9.106675738034813e-16,9.837524539452468e-16,3.628182725909274e-16,500,9.077742552780283e-16,2.8933185254530386e-18
magnitude,0.5,population_standardized,standardized_feature,proteomics,False,shape,9.07655959779128e-16,9.782936326277394e-16,3.6254679141800167e-16,500,9.077742552780283e-16,-1.1829549890028963e-19
magnitude,0.75,population_standardized,standardized_feature,proteomics,False,shape,9.068269371421127e-16,9.820084605328442e-16,3.636265561543091e-16,500,9.077742552780283e-16,-9.473181359156018e-19
magnitude,1.0,population_standardized,standardized_feature,proteomics,False,shape,9.07254237773144e-16,9.786722909445262e-16,3.6341550175340495e-16,500,9.077742552780283e-16,-5.200175048842849e-19
magnitude,0.25,population_standardized,standardized_feature,joint,True,shape,0.007643620829657234,0.007679311946253425,0.0024935793581442613,500,1.0728247560909772e-15,0.007643620829656161
magnitude,0.5,population_standardized,standardized_feature,joint,True,shape,0.01378869916868184,0.01382747055318677,0.004482374453640825,500,1.0728247560909772e-15,0.013788699168680769
magnitude,0.75,population_standardized,standardized_feature,joint,True,shape,0.018689791439162287,0.018791448428150965,0.00608580033681721,500,1.0728247560909772e-15,0.018689791439161215
magnitude,1.0,population_standardized,standardized_feature,joint,True,shape,0.022583188850766725,0.02283591098842787,0.00739221918583289,500,1.0728247560909772e-15,0.022583188850765653
orientation,0.25,observed_standardized,standardized_feature,expression,False,angle,54.098861330750935,68.13748719790846,29.532816587515896,500,8.112924233106117,45.98593709764482
orientation,0.5,observed_standardized,standardized_feature,expression,False,angle,72.1642399022898,78.65053791033507,16.966175879696028,500,8.112924233106117,64.05131566918368
orientation,0.75,observed_standardized,standardized_feature,expression,False,angle,83.30788468530974,85.03364357132409,8.26955520313372,500,8.112924233106117,75.19496045220363
orientation,1.0,observed_standardized,standardized_feature,expression,False,angle,89.89208502274957,90.07126077122226,3.835681033410801,500,8.112924233106117,81.77916078964346
orientation,0.25,observed_standardized,standardized_feature,methylation,False,angle,49.08977044517151,53.80399562523126,18.33461433821155,500,11.114333163465878,37.97543728170563
orientation,0.5,observed_standardized,standardized_feature,methylation,False,angle,66.78334261927068,70.58669097686543,12.688678257127803,500,11.114333163465878,55.669009455804805
orientation,0.75,observed_standardized,standardized_feature,methylation,False,angle,79.8211597650768,81.52397860333943,6.060370765348085,500,11.114333163465878,68.70682660161093
orientation,1.0,observed_standardized,standardized_feature,methylation,False,angle,90.00864773725296,89.99264251864753,0.43160262437793606,500,11.114333163465878,78.89431457378709
orientation,0.25,observed_standardized,standardized_feature,proteomics,False,angle,55.49693757807499,67.36821031436804,27.59252542703232,500,6.188758532951998,49.30817904512299
orientation,0.5,observed_standardized,standardized_feature,proteomics,False,angle,73.3099466961763,79.09786126969693,16.18053735164764,500,6.188758532951998,67.1211881632243
orientation,0.75,observed_standardized,standardized_feature,proteomics,False,angle,84.53550216231389,85.7231945477887,7.715096352767275,500,6.188758532951998,78.3467436293619
orientation,1.0,observed_standardized,standardized_feature,proteomics,False,angle,90.0995241480471,90.118614156689,3.861577590064691,500,6.188758532951998,83.9107656150951
orientation,0.25,observed_standardized,standardized_feature,joint,True,angle,51.68904849717481,63.802057110443364,27.465467599476433,500,8.325599841915379,43.36344865525943
orientation,0.5,observed_standardized,standardized_feature,joint,True,angle,69.67027495951564,75.70214401825362,15.431395343287333,500,8.325599841915379,61.34467511760026
orientation,0.75,observed_standardized,standardized_feature,joint,True,angle,81.62003507338198,84.07301389764116,7.351534590487202,500,8.325599841915379,73.29443523146661
orientation,1.0,observed_standardized,standardized_feature,joint,True,angle,90.04866203958832,90.07697428080455,2.183109994031703,500,8.325599841915379,81.72306219767295
orientation,0.25,pls_latent,pls_latent,joint,True,angle,21.832107956832424,41.68162621902306,46.31722887072121,500,2.3008054443894794,19.531302512442945
orientation,0.5,pls_latent,pls_latent,joint,True,angle,39.80229663779741,54.94292389505284,45.03304943965458,500,2.3008054443894794,37.50149119340793
orientation,0.75,pls_latent,pls_latent,joint,True,angle,52.2713421486673,61.45629176963776,40.66979879875146,500,2.3008054443894794,49.97053670427782
orientation,1.0,pls_latent,pls_latent,joint,True,angle,63.078606129691394,69.15270278868309,37.91169379836326,500,2.3008054443894794,60.77780068530191
orientation,0.25,population_native,native_omic_units,expression,False,angle,49.00933843370059,63.59190077824885,31.46793756136831,500,0.0,49.00933843370059
orientation,0.5,population_native,native_omic_units,expression,False,angle,68.4139687947087,75.7808453726245,18.84773885813922,500,0.0,68.4139687947087
orientation,0.75,population_native,native_omic_units,expression,False,angle,81.8845032757053,84.04903971831673,9.735781467557482,500,0.0,81.8845032757053
orientation,1.0,population_native,native_omic_units,expression,False,angle,90.038542305602,90.07542641291317,4.531469441711974,500,0.0,90.038542305602
orientation,0.25,population_native,native_omic_units,methylation,False,angle,41.24324193513179,41.57927035307212,6.895786042204778,500,0.0,41.24324193513179
orientation,0.5,population_native,native_omic_units,methylation,False,angle,60.08733483088017,60.11823234495226,3.6001918225691374,500,0.0,60.08733483088017
orientation,0.75,population_native,native_omic_units,methylation,False,angle,75.50990950050567,75.6718935633902,2.9041712007471143,500,0.0,75.50990950050567
orientation,1.0,population_native,native_omic_units,methylation,False,angle,90.0,90.0,3.180826134296277e-15,500,0.0,90.0
orientation,0.25,population_native,native_omic_units,proteomics,False,angle,48.22291536282037,61.728683921109656,30.159592021682723,500,0.0,48.22291536282037
orientation,0.5,population_native,native_omic_units,proteomics,False,angle,68.57243296822217,75.98055746465224,18.954153986437028,500,0.0,68.57243296822217
orientation,0.75,population_native,native_omic_units,proteomics,False,angle,81.68827796306931,83.88669693318381,9.755712562774926,500,0.0,81.68827796306931
orientation,1.0,population_native,native_omic_units,proteomics,False,angle,90.22161267422501,90.33984746765661,4.850358870799035,500,0.0,90.22161267422501
orientation,0.25,population_standardized,standardized_feature,expression,False,angle,54.29024317483878,67.3340503771002,29.563289884038905,500,0.0,54.29024317483878
orientation,0.5,population_standardized,standardized_feature,expression,False,angle,71.27930541277178,77.84864581533147,16.69869696205692,500,0.0,71.27930541277178
orientation,0.75,population_standardized,standardized_feature,expression,False,angle,83.37970635248887,85.04265406381212,8.365144521707338,500,0.0,83.37970635248887
orientation,1.0,population_standardized,standardized_feature,expression,False,angle,89.85660298090136,89.97843370537177,3.853793162271295,500,0.0,89.85660298090136
orientation,0.25,population_standardized,standardized_feature,methylation,False,angle,48.06465871913029,52.51641998380615,18.87045154384947,500,0.0,48.06465871913029
orientation,0.5,population_standardized,standardized_feature,methylation,False,angle,66.31066576294083,69.46813429870734,11.876981766994195,500,0.0,66.31066576294083
orientation,0.75,population_standardized,standardized_feature,methylation,False,angle,79.53511619446756,80.942514476942,5.503313581509208,500,0.0,79.53511619446756
orientation,1.0,population_standardized,standardized_feature,methylation,False,angle,90.0,90.0,4.968609256900582e-15,500,0.0,90.0
orientation,0.25,population_standardized,standardized_feature,proteomics,False,angle,55.03908004687891,67.02168655088656,27.65688369013658,500,0.0,55.03908004687891
orientation,0.5,population_standardized,standardized_feature,proteomics,False,angle,73.05310663069159,79.2430478786793,16.41540525910488,500,0.0,73.05310663069159
orientation,0.75,population_standardized,standardized_feature,proteomics,False,angle,84.41999295977143,85.54573249910132,7.64421847639959,500,0.0,84.41999295977143
orientation,1.0,population_standardized,standardized_feature,proteomics,False,angle,90.08163396893653,90.04604410455349,3.876487659960005,500,0.0,90.08163396893653
